-3200.00000 -3200.00000 -1200.00000 
-3150.00000 -3200.00000 -1198.43750 
-3100.00000 -3200.00000 -1196.87500 
-3050.00000 -3200.00000 -1195.31250 
-3000.00000 -3200.00000 -1193.75000 
-2950.00000 -3200.00000 -1192.18750 
-2900.00000 -3200.00000 -1190.62500 
-2850.00000 -3200.00000 -1189.06250 
-2800.00000 -3200.00000 -1187.50000 
-2750.00000 -3200.00000 -1185.93750 
-2700.00000 -3200.00000 -1184.37500 
-2650.00000 -3200.00000 -1182.81250 
-2600.00000 -3200.00000 -1181.25000 
-2550.00000 -3200.00000 -1179.68750 
-2500.00000 -3200.00000 -1178.12500 
-2450.00000 -3200.00000 -1176.56250 
-2400.00000 -3200.00000 -1175.00000 
-2350.00000 -3200.00000 -1173.43750 
-2300.00000 -3200.00000 -1171.87500 
-2250.00000 -3200.00000 -1170.31250 
-2200.00000 -3200.00000 -1168.75000 
-2150.00000 -3200.00000 -1167.18750 
-2100.00000 -3200.00000 -1165.62500 
-2050.00000 -3200.00000 -1164.06250 
-2000.00000 -3200.00000 -1162.50000 
-1950.00000 -3200.00000 -1160.93750 
-1900.00000 -3200.00000 -1159.37500 
-1850.00000 -3200.00000 -1157.81250 
-1800.00000 -3200.00000 -1156.25000 
-1750.00000 -3200.00000 -1154.68750 
-1700.00000 -3200.00000 -1153.12500 
-1650.00000 -3200.00000 -1151.56250 
-1600.00000 -3200.00000 -1150.00000 
-1550.00000 -3200.00000 -1148.43750 
-1500.00000 -3200.00000 -1146.87500 
-1450.00000 -3200.00000 -1145.31250 
-1400.00000 -3200.00000 -1143.75000 
-1350.00000 -3200.00000 -1142.18750 
-1300.00000 -3200.00000 -1140.62500 
-1250.00000 -3200.00000 -1139.06250 
-1200.00000 -3200.00000 -1137.50000 
-1150.00000 -3200.00000 -1135.93750 
-1100.00000 -3200.00000 -1134.37500 
-1050.00000 -3200.00000 -1132.81250 
-1000.00000 -3200.00000 -1131.25000 
-950.00000 -3200.00000 -1129.68750 
-900.00000 -3200.00000 -1128.12500 
-850.00000 -3200.00000 -1126.56250 
-800.00000 -3200.00000 -1125.00000 
-750.00000 -3200.00000 -1123.43750 
-700.00000 -3200.00000 -1121.87500 
-650.00000 -3200.00000 -1120.31250 
-600.00000 -3200.00000 -1118.75000 
-550.00000 -3200.00000 -1117.18750 
-500.00000 -3200.00000 -1115.62500 
-450.00000 -3200.00000 -1114.06250 
-400.00000 -3200.00000 -1112.50000 
-350.00000 -3200.00000 -1110.93750 
-300.00000 -3200.00000 -1109.37500 
-250.00000 -3200.00000 -1107.81250 
-200.00000 -3200.00000 -1106.25000 
-150.00000 -3200.00000 -1104.68750 
-100.00000 -3200.00000 -1103.12500 
-50.00000 -3200.00000 -1101.56250 
  0.00000 -3200.00000 -1100.00000 
 50.00000 -3200.00000 -1098.43750 
100.00000 -3200.00000 -1096.87500 
150.00000 -3200.00000 -1095.31250 
200.00000 -3200.00000 -1093.75000 
250.00000 -3200.00000 -1092.18750 
300.00000 -3200.00000 -1090.62500 
350.00000 -3200.00000 -1089.06250 
400.00000 -3200.00000 -1087.50000 
450.00000 -3200.00000 -1085.93750 
500.00000 -3200.00000 -1084.37500 
